ID,State,Type,Address,Price,Bedroom,Bathroom,Parking
438350488,NSW,Apartment,"220/37B Manchester Drive, Schofields",$610.00 Per Week,2 bedrooms,2 bathrooms,1 parking space
438350480,NSW,Apartment,"402/71-73 Bank Lane, Kogarah",$580 per week,1 bedroom,1 bathroom,1 parking space
438350472,NSW,Apartment,"304/3 Haran Street, Mascot",$1250 per week,2 bedrooms,2 bathrooms,1 parking space
438350448,NSW,Apartment,"8/19 Johnson Street, Mascot",$700Pw,2 bedrooms,1 bathroom,1 parking space
438350436,NSW,Terrace,"33 Buckland Street, Alexandria",$750 per week,1 bedroom,study,1 bathroom
438350428,NSW,House,"2 Anderson Street, Inverell",$500.00 per week,3 bedrooms,1 bathroom,2 parking spaces
438350420,NSW,Studio,"6E Cecil Street, Guildford",$350 per week,1 bedroom,1 bathroom,
438350412,NSW,House,"4 Whiley Close, Merewether",$1000 per week,4 bedrooms,2 bathrooms,2 parking spaces
438350392,NSW,House,"1/82 Banks Avenue, Pagewood","$1,100 per week",2 bedrooms,2 bathrooms,
438350388,NSW,Apartment,"4B/37 Reynolds Street, Cremorne",$875 per week,2 bedrooms,1 bathroom,1 parking space
438350384,NSW,Apartment,"G21/37B Manchester Drive, Schofields",$600.00 Per Week,2 bedrooms,study,2 bathrooms
438350380,NSW,House,"5a Philo Close, Rosemeadow",$450.00 per week,2 bedrooms,1 bathroom,1 parking space
438350352,NSW,Villa,"2A Redwood Place, Padstow Heights",$490 pw,2 bedrooms,1 bathroom,
438350340,NSW,House,"12 Yellow Robin Lane, Cooranbong",$700pw,4 bedrooms,2 bathrooms,1 parking space
438350336,NSW,Apartment,"2903/311 Hume Highway, Liverpool",$680.00 Per Week,3 bedrooms,2 bathrooms,1 parking space
438350296,NSW,Apartment,"503/290 Burns Bay Road, Lane Cove",$730 per week,2 bedrooms,1 bathroom,1 parking space
438350288,NSW,Villa,"11/9 -15 Bellambi Street, Tarrawanna",$900 per week,3 bedrooms,2 bathrooms,2 parking spaces
438350284,NSW,Apartment,"15/180-182 Pitt Street, Merrylands",$650.000 Per Week,2 bedrooms,2 bathrooms,1 parking space
438350280,NSW,Apartment,"907/311 Hume Highway, Liverpool",$600.00 Per Week,2 bedrooms,2 bathrooms,1 parking space
438350260,NSW,House,"13 Beveles Avenue, Unanderra",$650 per week,4 bedrooms,1 bathroom,1 parking space
438350256,NSW,Unit,"409/60 King St, Newcastle",$535 per week,1 bedroom,1 bathroom,
438350244,NSW,Unit,"1/116 Good Street, Harris Park",$500 pw,2 bedrooms,1 bathroom,1 parking space
438350240,NSW,Duplex/Semi-detached,"18A Varga Place, Hassall Grove",$450 per week,2 bedrooms,1 bathroom,
438350232,NSW,Apartment,"49/21-23 Norton Street, Leichhardt",$700 per week,2 bedrooms,2 bathrooms,1 parking space
438350228,NSW,Apartment,"37/13 Jordan Street, Gladesville",$600 per week,1 bedroom,1 bathroom,1 parking space
438350224,NSW,Duplex/Semi-detached,"46A Murrayfield Ave, North Kellyville",$570 | Negotiable | Contact Agent for Appointment,2 bedrooms,1 bathroom,
438350220,NSW,House,"16 Doyle Street, Scone",$550 per week,4 bedrooms,1 bathroom,1 parking space
438350212,NSW,House,"11/6-8 Marsden Street, Granville",$500 per week,2 bedrooms,1 bathroom,1 parking space
438350200,NSW,House,"43 Joseph Sheen Drive, Raymond Terrace",$600 pw,4 bedrooms,2 bathrooms,2 parking spaces
438350120,NSW,Apartment,"11/10-12 Green Street, Maroubra","$1,400 pw",3 bedrooms,2 bathrooms,2 parking spaces
438350116,NSW,House,"25 Samuel Street, Cliftleigh",$640 per week,4 bedrooms,2 bathrooms,2 parking spaces
438350108,NSW,House,"15/111 Kalinga St, Ballina",$595 per week,3 bedrooms,1 bathroom,1 parking space
438350100,NSW,Apartment,"309/548-568 Canterbury Road, Campsie",$680 per week,2 bedrooms,study,2 bathrooms
438350080,NSW,Apartment,"315/1 Bruce Bennetts Place, Maroubra",$650 per week,1 bedroom,1 bathroom,1 parking space
438350068,NSW,Unit,"15/45 McLaren Street, North Sydney",$740 per week,2 bedrooms,2 bathrooms,2 parking spaces
438350044,NSW,Unit,"21/1B Coulson Street, Erskineville",$600 per week,1 bedroom,1 bathroom,
438350024,NSW,House,"18A Johnston Road, Eastwood",$570 per week,3 bedrooms,1 bathroom,
438350004,NSW,Apartment,"23/83 Old South Head Road, Bondi Junction",$750.00 per week,2 bedrooms,1 bathroom,
438349996,NSW,Duplex/Semi-detached,"2/8 Melaleuca Way, Cessnock",$430 per week,2 bedrooms,1 bathroom,1 parking space
438349988,NSW,House,"481 Hovell Street, South Albury",$420 per week,4 bedrooms,1 bathroom,1 parking space
438349984,NSW,Townhouse,"3/86 College Street, Balmain",$900 per week,2 bedrooms,1 bathroom,
438353392,VIC,House,"4 Toolern Waters Drive, Weir Views",$450 per week,4 bedrooms,2 bathrooms,2 parking spaces
438353356,VIC,House,"117 Wangarra Road, Frankston",$470.00 pw,3 bedrooms,1 bathroom,1 parking space
438353344,VIC,Apartment,"3/229 Bridge Rd, Richmond",$550 per week,2 bedrooms,1 bathroom,1 parking space
438353220,VIC,Apartment,"179/88 Kavanagh Street, Southbank",$565 Per Week - Fully Furnished!,1 bedroom,1 bathroom,1 parking space
438353212,VIC,Apartment,"503/211  Peel Street, North Melbourne",$550 per week,1 bedroom,1 bathroom,1 parking space
438353208,VIC,House,"39A St Helens Road, Hawthorn East",$550 per week,2 bedrooms,1 bathroom,2 parking spaces
438353180,VIC,Apartment,"2/23 Netherlee Street, Glen Iris",$575 per week,2 bedrooms,1 bathroom,1 parking space
438353176,VIC,Apartment,"6/48 Cawkwell Street, Malvern",$425 per week,1 bedroom,1 bathroom,1 parking space
438353172,VIC,Townhouse,"2/57  Parker Street, Templestowe Lower",$750 pw,3 bedrooms,2 bathrooms,2 parking spaces
438353160,VIC,Unit,"1/42 James Street, St Albans",$440 per week,3 bedrooms,2 bathrooms,2 parking spaces
438353104,VIC,Apartment,"5404/570 Lygon Street, Carlton",$350 per week,1 bedroom,1 bathroom,
438353096,VIC,Unit,"AU 4511/70 Southbank Blvd, Southbank",$600 per week,1 bedroom,1 bathroom,
438353068,VIC,Apartment,"2/832 Lygon Street, Carlton",$450 Per Week pw,2 bedrooms,1 bathroom,
438353064,VIC,Studio,"7/28 Ardyne Street, Murrumbeena",$280 per week,1 bedroom,1 bathroom,
438353056,VIC,House,"4 Lion Chase, Craigieburn",$600 per week,4 bedrooms,2 bathrooms,2 parking spaces
438353032,VIC,House,"45 Bloomfield Road, Noble Park",$450 PER WEEK,3 bedrooms,1 bathroom,1 parking space
438353020,VIC,Unit,"7/10 Osborne Avenue, Glen Iris",$420 per week,2 bedrooms,1 bathroom,1 parking space
438352984,VIC,Apartment,"3/14 Yarraford Avenue, Alphington",$330 per week,1 bedroom,1 bathroom,
438352980,VIC,Unit,"2, 79 Champion St, Brighton",$1100 per week,3 bedrooms,2 bathrooms,2 parking spaces
438352976,VIC,Unit,"1/4 Waverley Road, Chadstone",$480 per week,2 bedrooms,1 bathroom,1 parking space
438352968,VIC,Unit,"1/28 Seymour Grove, Camberwell",$700 per week,3 bedrooms,1 bathroom,2 parking spaces
438352964,VIC,House,"703 Winter Street, Buninyong",$360.00 Per Week,3 bedrooms,1 bathroom,2 parking spaces
438352940,VIC,Apartment,"1808/18 Claremont Street, South Yarra",$850.00 per week,2 bedrooms,2 bathrooms,
438352936,VIC,House,"3/7 Martell Street, Broadmeadows",$440 per week,2 bedrooms,1 bathroom,2 parking spaces
438352916,VIC,Apartment,"11/34 Denbigh Road, Armadale",$540 Per Week,2 bedrooms,1 bathroom,1 parking space
438352904,VIC,Townhouse,"1/42 Hobbs Street, Seddon",$450 per week,2 bedrooms,1 bathroom,1 parking space
438352884,VIC,House,"22 Fairbank Avenue, Gladstone Park",$750 per week,4 bedrooms,2 bathrooms,2 parking spaces
438352868,VIC,Apartment,"105/687 Glen Huntly Road, Caulfield",$460 per week,1 bedroom,1 bathroom,1 parking space
438352860,VIC,House,"1 Leicester Way, Mickleham",$450 per week,3 bedrooms,2 bathrooms,2 parking spaces
438352844,VIC,House,"6 Tanya Court, Croydon Hills",$700 per week,4 bedrooms,2 bathrooms,2 parking spaces
438352832,VIC,House,"37 Newcastle Street, Preston",$600 per week,3 bedrooms,1 bathroom,
438352836,VIC,House,"484 Morris Road, Truganina",$550 per week,4 bedrooms,2 bathrooms,2 parking spaces
438352824,VIC,House,"25 Brooksby Circuit, Harkness",$430 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438352820,VIC,House,"24 Yeneda Street, Balwyn North",$550 per week,3 bedrooms,study,1 bathroom
438352808,VIC,House,"20 Randle Court, Narre Warren North",$950 per week,4 bedrooms,2 bathrooms,2 parking spaces
438352792,VIC,House,"11 Crane Court, Ocean Grove",$540 per week,3 bedrooms,2 bathrooms,
438352776,VIC,House,"65 Venice Street, Mornington",$600 per week,3 bedrooms,1 bathroom,2 parking spaces
438352772,VIC,Unit,"4/19 O'Malley Crescent, Dandenong North",$430 per week,2 bedrooms,1 bathroom,1 parking space
438352760,VIC,House,"657 Bell Street, Preston",$440pw/ $1912pcm,2 bedrooms,1 bathroom,1 parking space
438352756,VIC,Apartment,"10/52 Hotham St, St Kilda East",$370 per week,1 bedroom,1 bathroom,1 parking space
438352736,VIC,House,"34 Hardiman Street, Kensington",$770 per week,1 bathroom,,
438352712,VIC,House,"49 Ian Road, Mount Martha","$1,000 per week",5 bedrooms,3 bathrooms,
438352700,VIC,Apartment,"3/327 Dandenong Road, Prahran",$600 pw,2 bedrooms,2 bathrooms,1 parking space
438352636,VIC,Townhouse,"2/33 Lansdown Street, Balwyn North",$750pw/$3259pcm,2 bedrooms,2 bathrooms,2 parking spaces
438352628,VIC,Apartment,"1/74 Holmes Rd, Moonee Ponds",$480 per week,2 bedrooms,1 bathroom,1 parking space
438352616,VIC,Unit,"3/7 Saltley Street, South Kingsville",$320.00,1 bedroom,1 bathroom,
438352608,VIC,House,"12 Colonial Circuit, Tarneit",$580 per week,4 bedrooms,2 bathrooms,2 parking spaces
438352560,VIC,Apartment,"46/174 Esplanade East, Port Melbourne",$550 per week,2 bedrooms,1 bathroom,1 parking space
438352532,VIC,Studio,"1004/268 Flinders Street, Melbourne",$350 per week,1 bathroom,,
438352524,VIC,Apartment,"24/300 Gillies Street North, Wendouree",$360.00 pw,2 bedrooms,1 bathroom,2 parking spaces
438352520,VIC,House,"8 Townsend Court, Alfredton",$440 per week,3 bedrooms,1 bathroom,2 parking spaces
438352512,VIC,House,"30 Flinders Ct, Portland",$420 per week,3 bedrooms,1 bathroom,2 parking spaces
438352496,VIC,House,"61 Monash Street, Box Hill South",$650 per week,3 bedrooms,2 bathrooms,1 parking space
438352492,VIC,Apartment,"5/225 Koornang Road, Carnegie",$575 per week,2 bedrooms,1 bathroom,1 parking space
438352484,VIC,House,"9 Florence Court, Brown Hill",$415 p.w.,3 bedrooms,2 bathrooms,1 parking space
438352480,VIC,Apartment,"2306/228 La Trobe Street, Melbourne",$650per week,1 bedroom,1 bathroom,
438352476,VIC,Apartment,"G07/86 Burke Road, Malvern East",$450 per week,1 bedroom,1 bathroom,1 parking space
438352452,VIC,Townhouse,"73B Dalny Road, Murrumbeena",$990 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438352448,VIC,Apartment,"1/46 Scott Grove, Glen Iris",$525 per week,2 bedrooms,1 bathroom,1 parking space
438352440,VIC,House,"12 Thornbill Drive, Werribee",$415 per week,3 bedrooms,1 bathroom,1 parking space
438352428,VIC,House,"45 Louvre Road, Bonnie Brook",$520 per week,4 bedrooms,2 bathrooms,2 parking spaces
438352420,VIC,Apartment,"1/135 Coppin Street, Richmond",$475.00 per week,1 bedroom,1 bathroom,
438352400,VIC,House,"7A Essex Street, Newington",$480 per week,4 bedrooms,1 bathroom,2 parking spaces
438352392,VIC,Townhouse,"16A Hodder Street, Brighton East","$1,280 per week",4 bedrooms,3 bathrooms,3 parking spaces
438352380,VIC,House,"19 Moorgate Street, Point Cook",$720 per week,4 bedrooms,2 bathrooms,2 parking spaces
438352376,VIC,House,"98 Evans Street, Brunswick",$700pw / $3042pcm,3 bedrooms,1 bathroom,
438352372,VIC,House,"9A Carly Terrace, Werribee",$450 Per Week,4 bedrooms,3 bathrooms,2 parking spaces
438352364,VIC,Apartment,"708/3 Olive York Way, Brunswick West",$675 pw Furnished,2 bedrooms,1 bathroom,1 parking space
438352344,VIC,House,"1A Arundel Court, Hoppers Crossing",$400.00 Per Week,2 bedrooms,2 bathrooms,1 parking space
438352340,VIC,House,"13 Dilwarra Drive, Bonnie Brook",$520 per week,4 bedrooms,2 bathrooms,2 parking spaces
438352336,VIC,Apartment,"2/949 Plenty Road, Kingsbury",$330 per week,1 bedroom,1 bathroom,1 parking space
438352332,VIC,Apartment,"609/65 Dudley Street, West Melbourne",$760 per Week,2 bedrooms,2 bathrooms,
438352312,VIC,Apartment,"608/97 Palmerston Crescent, South Melbourne",$500 per week,1 bedroom,1 bathroom,1 parking space
438352296,VIC,Unit,"3/29 Avoca Avenue, Elwood",$750 per week,3 bedrooms,1 bathroom,1 parking space
438352288,VIC,Unit,"5/6 Batten Street, Glen Waverley",$520 pw,2 bedrooms,1 bathroom,1 parking space
438352268,VIC,Apartment,"219/14 Elizabeth Street, Malvern",$650 pw,2 bedrooms,2 bathrooms,1 parking space
438352252,VIC,Townhouse,"1/102 Barkers Road, Hawthorn","$1,000 per week",4 bedrooms,2 bathrooms,2 parking spaces
438352244,VIC,House,"1 - 3 Harris Road, Donvale","$1,195 per week",4 bedrooms,study,4 bathrooms
438352232,VIC,House,"2 Arrawalli Avenue, Ascot",$460 per week,3 bedrooms,2 bathrooms,2 parking spaces
438352228,VIC,Apartment,"204/2a Kenilworth Grove, Glen Iris",$570 per week,2 bedrooms,1 bathroom,1 parking space
438352216,VIC,Townhouse,"2/50 Rourke Lane, Kensington",$595 per week,2 bedrooms,2 bathrooms,1 parking space
438352208,VIC,House,"286A Balcombe Rd, Beaumaris",$780 per week,3 bedrooms,2 bathrooms,1 parking space
438352200,VIC,Apartment,"17/17 Shepparson Ave, Carnegie",$625 per week,2 bedrooms,2 bathrooms,1 parking space
438352192,VIC,Apartment,"5/176 Liardet Street, Port Melbourne",$485 per week,1 bedroom,1 bathroom,1 parking space
438352188,VIC,House,"12 The Garlands, Craigieburn",$460 per week,3 bedrooms,2 bathrooms,1 parking space
438352184,VIC,House,"8 Sing Crescent, Berwick",$550 Per Week,3 bedrooms,2 bathrooms,2 parking spaces
438352172,VIC,Townhouse,"3/10 Francesco Street, Bentleigh East",$625 per week,2 bedrooms,2 bathrooms,1 parking space
438352164,VIC,House,"6 Normdale Road, Bentleigh East",$600 per week,3 bedrooms,1 bathroom,1 parking space
438352140,VIC,Unit,"3/44 Church Street, Hastings",$2130 per month,3 bedrooms,2 bathrooms,2 parking spaces
438352136,VIC,Unit,"4/4 Haines Street, Brown Hill",$350 p.w.,2 bedrooms,1 bathroom,1 parking space
438352128,VIC,Unit,"1/16 Capulet Street, Moonee Ponds",$600 per week,2 bedrooms,1 bathroom,2 parking spaces
438352112,VIC,House,"69 Fongeo Drive, Point Cook",$750 PER WEEK,4 bedrooms,2 bathrooms,2 parking spaces
438352100,VIC,Townhouse,"17B Vunabere Avenue, Bentleigh","$1,000 per week",4 bedrooms,2 bathrooms,1 parking space
438352088,VIC,Apartment,"114/33 Breese Street, Brunswick",$600 per week,2 bedrooms,1 bathroom,1 parking space
438352072,VIC,Townhouse,"1/24 Woodvale Grove, Rosebud",$575 p/week,3 bedrooms,2 bathrooms,2 parking spaces
438352040,VIC,Townhouse,"2/37 Holmes Street, Brunswick East",$600 Per Week,2 bedrooms,1 bathroom,1 parking space
438352020,VIC,House,"106 Palmerston Street, Carlton",$750 per week,3 bedrooms,1 bathroom,
438352004,VIC,Unit,"4/17 Raymond Street, Ashwood",$520 per week,2 bedrooms,1 bathroom,2 parking spaces
438351996,VIC,Apartment,"4/53 Bishop Street, Box Hill",$370 per week,2 bedrooms,1 bathroom,1 parking space
438351992,VIC,Apartment,"2/1300 Malvern Road, Malvern",$600 per week,2 bedrooms,1 bathroom,1 parking space
438351948,VIC,House,"219/441-473 Malvern Rd, South Yarra",$600 per week,2 bedrooms,2 bathrooms,1 parking space
438351944,VIC,Apartment,"14/53 Grey St, East Melbourne",$570 per week,2 bedrooms,1 bathroom,1 parking space
438351940,VIC,House,"330 Mary St, Richmond","$1,600 per week",5 bedrooms,2 bathrooms,1 parking space
438351936,VIC,Unit,"3/45 Scott Street, Dandenong",$400 per week,2 bedrooms,1 bathroom,2 parking spaces
438351932,VIC,Unit,"6A/21 Church Street, Lakes Entrance",$320.00 per week,2 bedrooms,1 bathroom,1 parking space
438351928,VIC,House,"6 Lawson Court, Warrnambool",$450.00 per week,3 bedrooms,1 bathroom,1 parking space
438351920,VIC,House,"29 Grabke Avenue, Clyde North",$800 per week,5 bedrooms,3 bathrooms,2 parking spaces
438351916,VIC,Apartment,"108/547 Flinders Lane, Melbourne",$500 per week,1 bedroom,1 bathroom,
438351912,VIC,House,"2/26 Chelsea Boulevard, Strathdale",$480.00 per week,3 bedrooms,2 bathrooms,1 parking space
438351892,VIC,House,"5 Carmen Court, Ringwood",$700 per week,4 bedrooms,2 bathrooms,2 parking spaces
438351880,VIC,House,"23 Head Street, Wendouree",$365pw,2 bedrooms,1 bathroom,1 parking space
438351864,VIC,Apartment,"7505/462 Elizabeth Street, Melbourne",$900 per week,2 bedrooms,2 bathrooms,
438351856,VIC,Studio,"2/215 Canterbury Road, St Kilda West",$320 per week,1 bedroom,1 bathroom,
438351844,VIC,Townhouse,"1/22 Bindy Street, Blackburn South",$600 per week,3 bedrooms,1 bathroom,4 parking spaces
438351840,VIC,Apartment,"G03/280 Albert Street, East Melbourne","$1,175 per week",2 bedrooms,study,2 bathrooms
438351816,VIC,Apartment,"2807/318 Russell Street, Melbourne",$680 per week,2 bedrooms,1 bathroom,
438351788,VIC,Apartment,"801c/11 Shamrock Street, Abbotsford",$650 per week,2 bedrooms,1 bathroom,1 parking space
438351780,VIC,Studio,"4/254 Dandenong Road, St Kilda East",$270 per week,1 bedroom,1 bathroom,
438351768,VIC,House,"2479A Ballan Daylesford Road, Sailors Falls",$360 per week,1 bedroom,1 bathroom,1 parking space
438351756,VIC,House,"10 Bonnin Avenue, Ararat",$320 per week,2 bedrooms,1 bathroom,
438351752,VIC,House,"8 Gordon St, Cremorne",$800 per week,2 bedrooms,1 bathroom,1 parking space
438351744,VIC,Apartment,"605/83 Queensbridge Street, Southbank",$775 pw,3 bedrooms,2 bathrooms,1 parking space
438351732,VIC,House,"37 Victoria Grove, Brunswick",$500 Per Week,2 bedrooms,1 bathroom,
438351720,VIC,House,"898 Morris Road, Truganina",$650 pw,4 bedrooms,2 bathrooms,4 parking spaces
438351684,VIC,Apartment,"1910/119 A'Beckett Street, Melbourne",$650 Per Week,1 bedroom,1 bathroom,
438351668,VIC,House,"44 Paige Avenue, Traralgon",$470 pw,3 bedrooms,2 bathrooms,2 parking spaces
438351652,VIC,House,"8 Curtin, Bentleigh East","$1,100 per week",4 bedrooms,2 bathrooms,2 parking spaces
438351636,VIC,Unit,"32 Huxley Crescent, Endeavour Hills",$750 Per Week,4 bedrooms,3 bathrooms,2 parking spaces
438351620,VIC,House,"6 Balfour Avenue, Heathmont",$750 per week,3 bedrooms,1 bathroom,3 parking spaces
438351604,VIC,Apartment,"806/12-14 Claremont Street, South Yarra",$700 per week,2 bedrooms,2 bathrooms,1 parking space
438351596,VIC,Unit,"44 Tyson Street, Fawkner",$360.00 Per Week,2 bedrooms,1 bathroom,2 parking spaces
438351580,VIC,House,"283 Blackburn Road, Doncaster East",$490 per week,3 bedrooms,1 bathroom,2 parking spaces
438351572,VIC,Apartment,"1714/25 Coventry Street, Southbank",$500 per week,1 bedroom,1 bathroom,
438351544,VIC,Unit,"1/21 Harrison Street, Ringwood",$425 per week,2 bedrooms,1 bathroom,1 parking space
438351540,VIC,House,"6 Noelle St, Bulleen",$830 per week,4 bedrooms,2 bathrooms,1 parking space
438351536,VIC,House,"313 Ripon Street South, Ballarat Central",$290 p.w.,3 bedrooms,1 bathroom,1 parking space
438351532,VIC,House,"195 Drummond Street, Carlton","$2,400 per week",9 bedrooms,3 bathrooms,2 parking spaces
438351528,VIC,House,"710 South Street, Ballarat Central",$330 p.w.,2 bedrooms,1 bathroom,1 parking space
438351520,VIC,Apartment,"301/1A Middlesex Road, Surrey Hills",$620 per week,2 bedrooms,2 bathrooms,1 parking space
438351508,VIC,House,"503 Thompson Road, Norlane",$400 per week,3 bedrooms,1 bathroom,1 parking space
438351496,VIC,House,"46 Meadows Drive, Deanside",$450 per week,3 bedrooms,2 bathrooms,1 parking space
438351468,VIC,Apartment,"2/25 Haines Street, Hawthorn",$400.00 per week,1 bedroom,1 bathroom,1 parking space
438351456,VIC,Apartment,"10/81 Edinburgh Street, Richmond",$425 per week,1 bedroom,1 bathroom,1 parking space
438351432,VIC,Townhouse,"13 Malacca Street, McKinnon","$1,200 per week",4 bedrooms,3 bathrooms,2 parking spaces
438351396,VIC,House,"3/5 Princes Way, Drouin",$390 pw,2 bedrooms,1 bathroom,1 parking space
438351372,VIC,Apartment,"1610/9 Power Street, Southbank",$530 per week,1 bedroom,1 bathroom,
438351344,VIC,House,"3 Mcintyre Street, East Geelong",$480 per week,3 bedrooms,1 bathroom,1 parking space
438351328,VIC,House,"60 South Crescent, Northcote",$995 PW / $4323 PCM,3 bedrooms,2 bathrooms,1 parking space
438351324,VIC,House,"360 Canning Street, Carlton North",$680pw / $2955pcm,2 bedrooms,1 bathroom,
438351316,VIC,Unit,"6/64 Snell Grove, Oak Park",$500 Per Week,2 bedrooms,1 bathroom,1 parking space
438351304,VIC,Townhouse,"3/48 Paxton Street, Malvern East",$425 per week,2 bedrooms,1 bathroom,1 parking space
438351300,VIC,Apartment,"813/868 Blackburn Road, Clayton",$690 pw,2 bedrooms,2 bathrooms,2 parking spaces
438351288,VIC,Apartment,"609/528 Swanston Street, Carlton",$400 pw,1 bedroom,1 bathroom,
438351256,VIC,House,"3/28 Maude Street, Shepparton",$300 per week,2 bedrooms,1 bathroom,
438351248,VIC,House,"3/28 Maude Street, Shepparton",$300 per week,2 bedrooms,1 bathroom,
438351244,VIC,House,"212 McGrath Road, Wyndham Vale",$510 Per Week,4 bedrooms,2 bathrooms,3 parking spaces
438351236,VIC,House,"32 Decourcy Way, Armstrong Creek",$500 per week,4 bedrooms,2 bathrooms,2 parking spaces
438351224,VIC,House,"841 Brunswick Street North, Fitzroy North",$800 per week,3 bedrooms,1 bathroom,1 parking space
438351220,VIC,House,"38 Berenger Avenue, Trafalgar",$580 pw,4 bedrooms,2 bathrooms,2 parking spaces
438351208,VIC,Apartment,"803/601 Kilda Road, Melbourne",$780 per week,2 bedrooms,2 bathrooms,1 parking space
438351192,VIC,Townhouse,"24 Dexter Street, Deanside",$420.00 Per Week,3 bedrooms,2 bathrooms,1 parking space
438351172,VIC,House,"3 Mornington Cres, Rockbank",$510 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438351168,VIC,Apartment,"615/4 Acacia Place, Abbotsford",$480 pw,1 bedroom,1 bathroom,1 parking space
438351112,VIC,Apartment,"2008/80 A'Beckett Street, Melbourne",$650 per week,2 bedrooms,1 bathroom,1 parking space
438351080,VIC,Apartment,"305/59-63 Warrigal Road, Hughesdale",$400 Per Week,1 bedroom,study,1 bathroom
438351076,VIC,Townhouse,"4/1 Dudley Street, Essendon North",$580 per week,2 bedrooms,2 bathrooms,1 parking space
438351072,VIC,House,"16 Lampard Road, Drouin",$430 per week,3 bedrooms,1 bathroom,2 parking spaces
438351060,VIC,House,"1/61 Dundas Street, Sale",$440 per week,3 bedrooms,1 bathroom,2 parking spaces
438351056,VIC,Unit,"4/16 Macalister, Sale",$440 per week,2 bedrooms,1 bathroom,1 parking space
438351036,VIC,House,"126 Redleap Avenue, Mill Park",$450 per week,3 bedrooms,1 bathroom,
438351008,VIC,House,"42 Morley Street, Glenroy",$750 per week,3 bedrooms,2 bathrooms,2 parking spaces
438350996,VIC,Apartment,"305W/105 Batman Street, West Melbourne",$580 per week,1 bedroom,study,1 bathroom
438350988,VIC,House,"65 Broad Oak Drive, Cranbourne East",$530 per week,3 bedrooms,2 bathrooms,2 parking spaces
438350976,VIC,Apartment,"1/1 Looker Street, Murrumbeena",$370 Per Week,1 bedroom,1 bathroom,1 parking space
438350952,VIC,House,"6 Duncan Avenue, Boronia",$550 per week,4 bedrooms,3 bathrooms,3 parking spaces
438350948,VIC,Unit,"1/138 Blair Street, Broadmeadows",$480 pw,3 bedrooms,1 bathroom,
438350940,VIC,House,"6  Gilmour Street, Traralgon",$380.00 per week,3 bedrooms,1 bathroom,1 parking space
438350928,VIC,Townhouse,"47 Oriel Road, Ivanhoe",$580 per week,2 bedrooms,2 bathrooms,1 parking space
438350924,VIC,Apartment,"12/34 Beetham Parade, Rosanna",$380 per week,2 bedrooms,1 bathroom,1 parking space
438350920,VIC,House,"21 Charlotte Crescent, Wyndham Vale",$415.00 Per Week,3 bedrooms,2 bathrooms,2 parking spaces
438350916,VIC,House,"15 Lucia Street, Blackburn South",$565 pw,3 bedrooms,1 bathroom,2 parking spaces
438350896,VIC,House,"19A Roseman Road, Chirnside Park",$550 per week,3 bedrooms,2 bathrooms,1 parking space
438350876,VIC,Flat,"2/52 Hotham Street, St Kilda East",$480 pw,2 bedrooms,1 bathroom,1 parking space
438350872,VIC,House,"27 May Gibbs Crescent, Lynbrook",$530 PW/$2303 PM,3 bedrooms,1 bathroom,3 parking spaces
438350860,VIC,House,"66 Riverside Drive, Craigieburn",$585 per week,4 bedrooms,2 bathrooms,2 parking spaces
438350856,VIC,Studio,"325/268 Flinders Street, Melbourne",$350 per week,1 bathroom,,
438350852,VIC,House,"14 Gladman Road, Maddingley",$460,3 bedrooms,study,3 bathrooms
438350836,VIC,House,"6 Prendergast Avenue, Cranbourne East",$540 per week,3 bedrooms,2 bathrooms,1 parking space
438350828,VIC,House,"94 Campestre Drive, Sunbury",$580 per week,4 bedrooms,2 bathrooms,2 parking spaces
438350820,VIC,House,"5 Croker Street, Newport",$700 per week,3 bedrooms,1 bathroom,1 parking space
438350808,VIC,Studio,"1215/268 Flinders Street, Melbourne",$350 per week,1 bathroom,,
438350784,VIC,House,"18 Gardenview Court, Templestowe",$720 per week,4 bedrooms,2 bathrooms,2 parking spaces
438350776,VIC,House,"5 McDonalds Rd, Kawarren",$400 per week,3 bedrooms,1 bathroom,2 parking spaces
438350772,VIC,Apartment,"2007/119 A'Beckett Street, Melbourne",$800 per week,2 bedrooms,2 bathrooms,
438350764,VIC,Townhouse,"2/206 Balaclava Road, Shepparton",$475 p/w,3 bedrooms,2 bathrooms,2 parking spaces
438350756,VIC,Townhouse,"35A Masters St, Caulfield","$1,390 per week",3 bedrooms,3 bathrooms,2 parking spaces
438350740,VIC,Apartment,"2107/119 A'Beckett Street, Melbourne",$800 per week,2 bedrooms,2 bathrooms,
438350732,VIC,Apartment,"1505/1 Queens Road, Melbourne","$1,200 per week",2 bedrooms,2 bathrooms,2 parking spaces
438350724,VIC,Unit,"3/28 Dumbarton Street, Reservoir",$500 pw,2 bedrooms,1 bathroom,1 parking space
438350708,VIC,Unit,"8/1-3 Hilda Avenue, Boronia",$450 per week,3 bedrooms,1 bathroom,1 parking space
438350644,VIC,House,"1 Faraday Court, Truganina",$575 per week,4 bedrooms,2 bathrooms,2 parking spaces
438350620,VIC,Townhouse,"2/13 BARNINGHAM ST, Brunswick",$700 per week,2 bedrooms,2 bathrooms,1 parking space
