ID,State,Type,Address,Price,Bedroom,Bathroom,Parking
438332596,SA,House,"112 Grange Rd, Westbourne Park",$730 per week,4 bedrooms,1 bathroom,4 parking spaces
438332524,SA,House,"2 Mulga St, Gawler West",$500 per week,3 bedrooms,2 bathrooms,4 parking spaces
438332488,SA,Apartment,"4/23 Frew Street, Adelaide",$367.50 per week,2 bedrooms,1 bathroom,
438332428,SA,House,"37 De Haviland Avenue, Hendon",$520 per week,2 bedrooms,1 bathroom,3 parking spaces
438332400,SA,House,"16A William Road, Reynella",$550.00 pw,2 bedrooms,study,2 bathrooms
438332304,SA,Townhouse,"11/88-100 East Street, Torrensville",$520,2 bedrooms,1 bathroom,2 parking spaces
438332056,SA,House,"8/26 Riddell Road, Holden Hill",$590 per week,3 bedrooms,2 bathrooms,1 parking space
438332032,SA,Unit,"7/13 Jetty Road, Wallaroo",$370 per week,2 bedrooms,1 bathroom,1 parking space
438331876,SA,House,"16 Park Lake Drive, Wynn Vale",$520 per week,3 bedrooms,1 bathroom,2 parking spaces
438331812,SA,House,"8 Caloroga Street, Wattle Park",680 per week,4 bedrooms,1 bathroom,2 parking spaces
438331600,SA,Unit,"3/18 Strathmore Terrace, Brighton",$540 per week,3 bedrooms,1 bathroom,2 parking spaces
438331160,SA,Apartment,"1111/293-297 Pirie Street, Adelaide",$600 per week,2 bedrooms,1 bathroom,1 parking space
438331124,SA,Unit,"2/9 Herbert Avenue, Torrensville",$430 per week,2 bedrooms,1 bathroom,1 parking space
438331108,SA,House,"1/8 Hepburn Street, Broadview",$450 per week,2 bedrooms,1 bathroom,1 parking space
438353388,WA,Apartment,"9/64 Stanley Street, Scarborough",$500 pw,2 bedrooms,1 bathroom,1 parking space
438353252,WA,Apartment,"4/19 Raleigh Street, Belmont",$500.00 per week,2 bedrooms,1 bathroom,1 parking space
438353196,WA,House,"12 Thiele Road, Banksia Grove",$625 per week,3 bedrooms,2 bathrooms,2 parking spaces
438353048,WA,House,"128 Ormsby Terrace, Mandurah",$570 per week,3 bedrooms,2 bathrooms,2 parking spaces
438352960,WA,Apartment,"1/68 Nollamara Avenue, Nollamara",$560 per week,2 bedrooms,2 bathrooms,1 parking space
438352944,WA,Unit,"2206 380 Murray Street, Perth",$700 wk,1 bedroom,1 bathroom,1 parking space
438352924,WA,Apartment,"20/996 Hay Street, Perth",$600/week,2 bedrooms,1 bathroom,1 parking space
438352828,WA,House,"4/67 Armagh Street, Victoria Park",$550 wk,3 bedrooms,1 bathroom,1 parking space
438352812,WA,House,"119/36 Chester Avenue, Dianella",$720 per week,2 bedrooms,2 bathrooms,1 parking space
438352788,WA,House,"53 Toledo Dr, Hocking",$600.00 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438352704,WA,House,"7 Rason Rise, Dawesville",$600 per week,4 bedrooms,2 bathrooms,
438352552,WA,House,"55 Yanchep Beach Road, Yanchep",$580 per week,3 bedrooms,2 bathrooms,2 parking spaces
438352272,WA,Apartment,"7/168 Mounts Bay Road, Perth",$850 per week,3 bedrooms,2 bathrooms,2 parking spaces
438352220,WA,Other,"8 Montmartre Green, Port Kennedy",$650 per week,3 bedrooms,3 bathrooms,3 parking spaces
438352168,WA,Apartment,"3/6 Tasker Place, North Fremantle",$950 per week,2 bedrooms,2 bathrooms,2 parking spaces
438351956,WA,Other,"Granny Flat/9 Foresters Way, Southern River",$420 per week,1 bedroom,1 bathroom,1 parking space
438351904,WA,House,"2/31 Dumond Street, Bentley",$630 per week,4 bedrooms,2 bathrooms,2 parking spaces
438351884,WA,House,"78 Mcdonald Road, Baldivis",$570 per week,3 bedrooms,2 bathrooms,2 parking spaces
438351876,WA,House,"114 Lake Valley Drive, Lakelands",$500 per week,3 bedrooms,2 bathrooms,2 parking spaces
438351740,WA,House,"3 Pacific Way, Beldon",$700 per week,4 bedrooms,study,2 bathrooms
438351716,WA,House,"92 Terrace Road, Guildford",$850 per week,3 bedrooms,1 bathroom,2 parking spaces
438351704,WA,House,"3 Hayling Road, Iluka",1500 weekly,4 bedrooms,study,2 bathrooms
438351696,WA,Apartment,"53/369 Hay St, Perth",$890 Per Week,2 bedrooms,2 bathrooms,1 parking space
438351656,WA,House,"17 Crellin Way, Cloverdale",$675.00 Per week,3 bedrooms,2 bathrooms,2 parking spaces
438351576,WA,House,"31 Corsican Way, Canning Vale",$600 pw,3 bedrooms,2 bathrooms,2 parking spaces
438351452,WA,House,"16B Boronia Street, Innaloo",$725 per week,4 bedrooms,2 bathrooms,2 parking spaces
438351356,WA,House,"39B Amberley Way, Westminster",$600.00 per week,3 bedrooms,2 bathrooms,
438351276,WA,House,"3 Montreal Street, Craigie",500.PER WEEK,3 bedrooms,1 bathroom,1 parking space
438351164,WA,House,"9 Tiffany Centre, Dalyellup",$630,4 bedrooms,2 bathrooms,2 parking spaces
438351032,WA,House,"59 Fortescue Avenue, Newman",$780 per week,3 bedrooms,1 bathroom,1 parking space
438350992,WA,House,"3 Snipe Close, Geographe",$800 per week,4 bedrooms,2 bathrooms,4 parking spaces
438350780,WA,Townhouse,"413 Parade Road, Dalyellup",$460.00 Per Week,3 bedrooms,2 bathrooms,2 parking spaces
438350712,WA,House,"24 Attenuata Way, Dayton",$700 per week,4 bedrooms,study,2 bathrooms
438350648,WA,House,"4 Milford Place, Nollamara",$650 per week,3 bedrooms,1 bathroom,1 parking space
438350608,WA,Apartment,"106/150 Great Eastern Highway, Ascot",$550 per week,1 bedroom,1 bathroom,1 parking space
438350508,WA,Apartment,"5/12 Tenth Avenue, Maylands",$450 per week,1 bedroom,1 bathroom,1 parking space
438350496,WA,House,"3/40 Boulder Avenue, Ascot",$800 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438350476,WA,House,"4 Narang Street, Yakamia",$480 per week,3 bedrooms,1 bathroom,1 parking space
438350432,WA,House,"1 Westral Street, Bruce Rock",$300 pw,3 bedrooms,1 bathroom,1 parking space
438350396,WA,Apartment,"1/137 Westview Street, Scarborough",$600 per week,2 bedrooms,1 bathroom,1 parking space
438350152,WA,Apartment,"21/838 Hay Street, Perth",$460 per week,1 bedroom,1 bathroom,
438350132,WA,Apartment,"22/379 Hector Street, Yokine",$550 per week,2 bedrooms,1 bathroom,1 parking space
438349960,WA,House,"5 Kirn Close, Willetton",$760 per week,4 bedrooms,2 bathrooms,4 parking spaces
438349800,WA,Unit,"16/101 Hastings Street, Scarborough",$600 per week,2 bedrooms,1 bathroom,1 parking space
438349616,WA,House,"14 Platypus Green, Baldivis",$690,4 bedrooms,2 bathrooms,2 parking spaces
438349520,WA,House,"24 Hampshire Way, Baldivis",$680 per week,4 bedrooms,study,2 bathrooms
438348820,WA,Apartment,"1/13A Mint Street, East Victoria Park",$650 per week,3 bedrooms,2 bathrooms,2 parking spaces
438348732,WA,Apartment,"5/144 Bennett Street, East Perth",$525 per week,2 bedrooms,2 bathrooms,
438348148,WA,House,"19 Heyford Parade, Bertram",$565 per week,3 bedrooms,2 bathrooms,2 parking spaces
438347860,WA,House,"150A Streich Avenue, Kelmscott",$400 per week,3 bedrooms,1 bathroom,2 parking spaces
438347700,WA,Villa,"3/66 Barbican Street, Shelley",$600 per week - Inspection Sat 6 Jan 11:30 am,3 bedrooms,1 bathroom,2 parking spaces
438347492,WA,House,"4B Vanston Ct, Kelmscott",$480 per week,3 bedrooms,1 bathroom,1 parking space
435104551,WA,House,"39 Harvey Street, Mosman Park",$1600 Per Week,4 bedrooms,3 bathrooms,2 parking spaces
430907594,WA,House,"63 Glyde Street, Mosman Park",$1600 Per Week,4 bedrooms,3 bathrooms,2 parking spaces
432620290,WA,House,"4 Tyrell Street, Nedlands",$1550 per week,5 bedrooms,3 bathrooms,
438347352,WA,House,"3B Smith Street, Karrinyup",$980 per week,4 bedrooms,2 bathrooms,2 parking spaces
436727100,WA,House,"26C Sackville Terrace, Scarborough",$900 per week,3 bedrooms,2 bathrooms,2 parking spaces
426202466,WA,House,"3/14 Victoria Avenue, Claremont",$850 per week,2 bedrooms,1 bathroom,1 parking space
438347152,WA,House,"147 Sussex Street, East Victoria Park",$780 per week,4 bedrooms,2 bathrooms,2 parking spaces
432751070,WA,House,"46 Raglan Road, Mount Lawley",$750 per week,3 bedrooms,1 bathroom,2 parking spaces
416319965,WA,House,"12 Pimelia Road, Glen Iris",$700 per week,4 bedrooms,2 bathrooms,2 parking spaces
433604150,WA,House,"35 Elm Way, Baldivis",$650 per week,4 bedrooms,2 bathrooms,2 parking spaces
422547994,WA,House,"48 Aquamarine Parade, Karnup",$625 per week,4 bedrooms,2 bathrooms,2 parking spaces
437699572,WA,Apartment,"5/192 Albert Street, Osborne Park",$600 per week,2 bedrooms,1 bathroom,1 parking space
438347368,WA,House,"142A Chittering Road, Bullsbrook",$575 per week,4 bedrooms,2 bathrooms,2 parking spaces
438293412,WA,House,"292 Piccadilly Street, Piccadilly",$550 wk,3 bedrooms,1 bathroom,
422401646,WA,Villa,"16/27 Swan Street, Osborne Park",$550 per week,3 bedrooms,1 bathroom,1 parking space
432139414,WA,Apartment,"5/305 Walcott Street, North Perth",$550 wk,1 bedroom,2 bathrooms,1 parking space
436671360,WA,House,"63 Cooper Street, Mandurah",$460.00 Per Week,3 bedrooms,1 bathroom,1 parking space
431596922,WA,House,"71/12 Tenth Avenue, Maylands",$430 per week,1 bedroom,1 bathroom,1 parking space
435028647,WA,House,"46 Rother Road, Cape Burney",$430 per week,3 bedrooms,2 bathrooms,2 parking spaces
432154894,WA,Unit,"511/112 Goderich Street, East Perth",$410 per week,1 bedroom,1 bathroom,1 parking space
435131395,WA,House,"10A Conkerberry Road, Cable Beach",$392.8 per week,1 bedroom,1 bathroom,1 parking space
433423510,WA,House,"34 Mondurup Street, Mount Barker",$380 per week,2 bedrooms,2 bathrooms,3 parking spaces
438347444,WA,Apartment,"303/54 Adelaide Terrace, Fremantle",$785 per week,2 bedrooms,2 bathrooms,1 parking space
438347404,WA,Unit,"7/51 Mill Point Rd, South Perth","$1,150 per week",3 bedrooms,2 bathrooms,2 parking spaces
438347264,WA,House,"16 Tiller Turn, Yanchep",$530 per week,3 bedrooms,2 bathrooms,2 parking spaces
438347236,WA,Villa,"8/300 Preston Point Road, Attadale",$575 per week,2 bedrooms,1 bathroom,1 parking space
438347224,WA,House,"45 Moore Street, Port Hedland",$895 per week,3 bedrooms,1 bathroom,6 parking spaces
438347216,WA,House,"106A Thomas Street, Queens Park",$750 per week,4 bedrooms,2 bathrooms,2 parking spaces
438347192,WA,House,"2 Carlin Way, Butler",$560 per week,4 bedrooms,2 bathrooms,2 parking spaces
438347168,WA,Unit,"4/12-16 Sorrento Street, North Beach",$600 per week,2 bedrooms,1 bathroom,
438347164,WA,Villa,"1/27 Nettleton Way, Safety Bay",$450 per week,3 bedrooms,1 bathroom,1 parking space
438347124,WA,House,"12 Hilarion Elbow, Hilbert",$750 per week,3 bedrooms,2 bathrooms,2 parking spaces
438347120,WA,Duplex/Semi-detached,"21A Fourth Avenue, Bassendean",$720 per week,3 bedrooms,study,2 bathrooms
438347100,WA,Unit,"6/20 Murray Road, Palmyra",From $670 per week,2 bedrooms,2 bathrooms,2 parking spaces
438347036,WA,House,"508 Beechboro Rd North, Beechboro",$600 per week,3 bedrooms,2 bathrooms,1 parking space
438347032,WA,House,"427 Chevin Road, Roleystone",$600 per week,2 bedrooms,2 bathrooms,1 parking space
438347024,WA,House,"13 Regan Place, Seville Grove",$620 per week,4 bedrooms,2 bathrooms,2 parking spaces
438347016,WA,House,"26 Rushmore Avenue, Hazelmere",$750pw,4 bedrooms,2 bathrooms,2 parking spaces
438346996,WA,House,"36 Evergreen Grove, Forrestfield",$700 per week,3 bedrooms,2 bathrooms,2 parking spaces
438346980,WA,House,"20 Fenellia Crescent, Craigie",$595.00 per week,3 bedrooms,1 bathroom,2 parking spaces
438346976,WA,House,"93 La Spezia Drive, Secret Harbour",$600.00 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438346972,WA,House,"120 Wilding Street, Ellenbrook",$650 per week,3 bedrooms,2 bathrooms,2 parking spaces
438346936,WA,House,"32 Jackson Avenue, Winthrop",$780 per week,4 bedrooms,2 bathrooms,2 parking spaces
438346932,WA,House,"57A Salisbury Street, Bedford",$650/week,3 bedrooms,2 bathrooms,2 parking spaces
438346912,WA,Studio,"10/133 Lincoln Street, Perth",$360 per week,1 bathroom,,
438346900,WA,Villa,"4/42 Central Rd, Rossmoyne",$780 per week,4 bedrooms,2 bathrooms,2 parking spaces
438346884,WA,Apartment,"40/8 Hawksburn Road, Rivervale",$650 per week,2 bedrooms,2 bathrooms,1 parking space
438346876,WA,House,"234 Wright Road, Harrisdale",$720 wk,3 bedrooms,2 bathrooms,2 parking spaces
438346860,WA,House,"3/42 Central Rd, Rossmoyne",$780 per week,4 bedrooms,2 bathrooms,2 parking spaces
438346840,WA,House,"6 Caple St, Willagee",$945 per week,4 bedrooms,2 bathrooms,4 parking spaces
438346824,WA,House,"3/197 St Kilda Road, Rivervale",$775 PER WEEK,4 bedrooms,2 bathrooms,2 parking spaces
438346808,WA,Duplex/Semi-detached,"30a Armstrong Way, Newman",$350 PW,3 bedrooms,1 bathroom,1 parking space
438346804,WA,House,"2/42 Central Rd, Rossmoyne",$750 per week,4 bedrooms,2 bathrooms,2 parking spaces
438346800,WA,House,"16 Roger Street, Midland",$450,3 bedrooms,1 bathroom,3 parking spaces
438346796,WA,Duplex/Semi-detached,"3/182 McDonald Street, Joondanna",$550,2 bedrooms,1 bathroom,1 parking space
438346792,WA,House,"14/36 Mephan St, Maylands",$440 per week,2 bedrooms,1 bathroom,1 parking space
438346776,WA,Apartment,"5/7 Florian Mews, Mandurah",$615 PW,3 bedrooms,2 bathrooms,2 parking spaces
438346748,WA,Villa,"1/42 Central Rd, Rossmoyne",$750 per week,4 bedrooms,2 bathrooms,2 parking spaces
438346744,WA,Unit,"6/22 King George Street, Victoria Park",$500 per week,2 bedrooms,1 bathroom,1 parking space
438346732,WA,House,"1096 Baldivis Rd, Baldivis",$750 per week $750.00,5 bedrooms,2 bathrooms,2 parking spaces
438346724,WA,House,"2 Musgrave Ct, Willetton",$600 per week,3 bedrooms,1 bathroom,2 parking spaces
438346720,WA,House,"Unit 49 / 436 Safety Bay Rd, Safety Bay",$420 per week,2 bedrooms,1 bathroom,1 parking space
438346684,WA,Unit,"2/2 MILNER STREET, Broome",$450 per week,2 bedrooms,1 bathroom,
438346668,WA,House,"17 Cuttlefish Street, Yanchep",$680 per week,4 bedrooms,2 bathrooms,2 parking spaces
438346660,WA,Unit,"5/12 Harrison Street, Rockingham",$380 per week,2 bedrooms,1 bathroom,1 parking space
438346616,WA,Townhouse,"6 Edith Street, Perth",$700 per week,4 bedrooms,study,2 bathrooms
438346604,WA,House,"3/77 Ley Street, Como",$450 per week,1 bedroom,1 bathroom,1 parking space
438346600,WA,House,"15/7 Juliet Rd, Coolbellup",$450 per week,1 bedroom,1 bathroom,1 parking space
438346540,WA,House,"4 Tratman Road, Caversham",$900 per week,4 bedrooms,2 bathrooms,2 parking spaces
438346472,WA,Unit,"9/156 Whatley Crescent, Maylands",$400 per week,2 bedrooms,1 bathroom,1 parking space
438346464,WA,House,"2/5-11 Brighton Road, Rivervale",$550 wk,2 bedrooms,1 bathroom,1 parking space
438346440,WA,House,"48 Bellefontaine Gr, Mindarie",$880 a week,4 bedrooms,2 bathrooms,2 parking spaces
438346432,WA,House,"1 Avalon Parade, Falcon",$700 per week,3 bedrooms,2 bathrooms,3 parking spaces
438346408,WA,House,"24 WILLOW TREE DRIVE, Kewdale",$775 per week,3 bedrooms,2 bathrooms,2 parking spaces
438346340,WA,Apartment,"42/9 Hawksburn Road, Rivervale",$675,2 bedrooms,2 bathrooms,1 parking space
438346332,WA,House,"6d/127 Drabble Road, City Beach","$1,200 per week",4 bedrooms,study,2 bathrooms
438346320,WA,House,"8 Knight St, Langford",$580 per week,4 bedrooms,1 bathroom,2 parking spaces
438346312,WA,House,"53 Inverness Circle, Camillo",$530 per week,3 bedrooms,1 bathroom,
438346252,WA,House,"60 Skysail Avenue, Alkimos",$550 Per Weekly,3 bedrooms,2 bathrooms,2 parking spaces
438346240,WA,House,"34 Yellowstone Grove, Success",$750 per week,4 bedrooms,2 bathrooms,2 parking spaces
438346236,WA,House,"42 Kanimbla Road, Nedlands",$985 PER WEEK,3 bedrooms,2 bathrooms,2 parking spaces
438346200,WA,Townhouse,"6 Little Shenton Lane, Northbridge",$575 pw,2 bedrooms,1 bathroom,1 parking space
438346188,WA,House,"54 Gardiner Street, Belmont",$700 pw,4 bedrooms,study,1 bathroom
438346160,WA,House,"19 Ganfield Street, Carey Park",$600,4 bedrooms,2 bathrooms,2 parking spaces
438346156,WA,Unit,"18/36 Bagot Road, Subiaco",$500 per week,1 bedroom,1 bathroom,1 parking space
438346092,WA,House,"45 Huntly Avenue, Butler",$650 per week,4 bedrooms,study,2 bathrooms
438346012,WA,House,"76 Selkirk Drive, Kinross",$780pw,4 bedrooms,2 bathrooms,2 parking spaces
438345996,WA,Apartment,"46/103 Harold Street, Highgate",$750 per week,2 bedrooms,2 bathrooms,1 parking space
438345952,WA,House,"24 Truman Promenade, Byford",$650 per week,4 bedrooms,2 bathrooms,2 parking spaces
438345840,WA,House,"18 Maalak Turn, Dalyellup",$600 per week,4 bedrooms,2 bathrooms,2 parking spaces
438345600,WA,Villa,"3/16 Joseph Street, Maylands",$600 pw,3 bedrooms,1 bathroom,2 parking spaces
438345576,WA,Apartment,"3/19 Raleigh Street, Belmont",$500.00 per week,2 bedrooms,1 bathroom,1 parking space
438345484,WA,Apartment,"11/9 Glentworth Avenue, Tuart Hill",400.00,2 bedrooms,1 bathroom,1 parking space
438345416,WA,Apartment,"Unit 72 / 20 Royal St, East Perth",$450.00 Per Week,1 bedroom,1 bathroom,1 parking space
438345396,WA,House,"57B Fyfe Circle, Bull Creek",$700.00 PER WEEK,3 bedrooms,2 bathrooms,2 parking spaces
438345296,WA,House,"5 Dosinia Place, Heathridge",$615,3 bedrooms,1 bathroom,3 parking spaces
438345264,WA,House,"11/36 Cape Street, Osborne Park",$460 per week,2 bedrooms,1 bathroom,1 parking space
438345188,WA,House,"8/18 Hanbury Street, Kalgoorlie",$550.00,2 bedrooms,1 bathroom,
438345168,WA,House,"5/6 Strickland Street, South Perth",$600 per week,2 bedrooms,1 bathroom,1 parking space
438345036,WA,House,"1 Smyth Road - Room's 3 & 4, Shenton Park",$250 per week,4 bedrooms,2 bathrooms,1 parking space
438344904,WA,House,"23A Mayfield Street, Westminster",$590 per week,4 bedrooms,2 bathrooms,3 parking spaces
438344832,WA,House,"13 Austral Vista, Baldivis",515.00,3 bedrooms,2 bathrooms,2 parking spaces
438344712,WA,House,"5 Noosa Drive, Secret Harbour",$560 pw,4 bedrooms,2 bathrooms,2 parking spaces
438344680,WA,Townhouse,"3/179 Keymer Street, Belmont",$620 per week,3 bedrooms,1 bathroom,2 parking spaces
438344636,WA,House,"47 Lunar Way, Beckenham",$620 Per Week,4 bedrooms,1 bathroom,2 parking spaces
438344620,WA,House,"11 Wandoo Road, Dalyellup",$610.00 per week,4 bedrooms,2 bathrooms,2 parking spaces
438344584,WA,House,"1B Riseley Street, Applecross","From $1,100",3 bedrooms,2 bathrooms,4 parking spaces
438344536,WA,Townhouse,"2/420 Coode Street, Dianella",$675 per week,3 bedrooms,1 bathroom,1 parking space
438344472,WA,House,"14 Conifer Street, Maddington",$480 pw,3 bedrooms,1 bathroom,3 parking spaces
438344384,WA,Townhouse,"5/8 First Avenue, Applecross",$550.00 Per Week,2 bedrooms,1 bathroom,1 parking space
438344300,WA,Apartment,"66/3 Sherwood Street, Maylands",$430 per week,1 bedroom,1 bathroom,1 parking space
438344216,WA,House,"32 Fallbrook Avenue, Woodvale",$800 per week,4 bedrooms,2 bathrooms,1 parking space
438344108,WA,House,"4/39 Calais Road, Scarborough",$775 per week,3 bedrooms,1 bathroom,2 parking spaces
438344092,WA,House,"18A Quinn Avenue, Bentley",$700 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438343972,WA,House,"65 Stinton St, Mandurah",$450 per week,3 bedrooms,1 bathroom,1 parking space
438343912,WA,Unit,"Address available on request, Bunbury",$450 per week,2 bedrooms,1 bathroom,
438343908,WA,Apartment,"19/167 Grand Boulevard, Joondalup",$520 per week,2 bedrooms,2 bathrooms,1 parking space
438343788,WA,Apartment,"3/1 Stoner Place, Innaloo",$550 per week,2 bedrooms,1 bathroom,1 parking space
438343696,WA,House,"4/22 King George Street, Victoria Park",$520 wk,2 bedrooms,1 bathroom,1 parking space
438343584,WA,House,"154 Coolgardie Avenue, Redcliffe",$500,2 bedrooms,1 bathroom,
438343576,WA,House,"55 Ambersun Avenue, Brabham",$750 per week,4 bedrooms,2 bathrooms,4 parking spaces
438343536,WA,Townhouse,"17 Ladera Dr, Clarkson",$595 per week,3 bedrooms,2 bathrooms,2 parking spaces
438343508,WA,Townhouse,"2/11 Cantonment Street, Fremantle",$800 per week,2 bedrooms,study,2 bathrooms
438343440,WA,House,"4 De Marchi Road, Cable Beach",$1200 per week,4 bedrooms,2 bathrooms,
438343420,WA,Unit,"10/95 Duke Street, Scarborough",$650 per week,2 bedrooms,2 bathrooms,1 parking space
438343324,WA,House,"13 Starapple Chase, Upper Swan",$700/PW,4 bedrooms,2 bathrooms,2 parking spaces
438343304,WA,Unit,"13/10 Nabberu Loop, Cooloongup",$380 pw,3 bedrooms,1 bathroom,1 parking space
438343088,WA,House,"9 Lyttleton Lane, Pinjarra",$208.00 per week,2 bedrooms,1 bathroom,3 parking spaces
438343076,WA,House,"27 Elliott Way, Bulgarra","$1,100 per week",4 bedrooms,2 bathrooms,2 parking spaces
438342988,WA,House,"1 Allsop Close, Hannans",$800.00 per week,4 bedrooms,2 bathrooms,3 parking spaces
438342928,WA,House,"2 Yangtze Ave, Southern River",$700 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438342840,WA,House,"21 Accord Street, Willetton",$700 Per Week,3 bedrooms,2 bathrooms,2 parking spaces
438342828,WA,House,"142 George Street, East Fremantle","$1,350 per week",5 bedrooms,2 bathrooms,2 parking spaces
438342732,WA,House,"54 Mayor Street, Harrisdale",$720 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438342672,WA,House,"32 Liberation Street, Harrisdale",$720 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438342624,WA,House,"12 Mickle Alley, Ellenbrook",$480 per week,2 bedrooms,2 bathrooms,2 parking spaces
438342516,WA,Apartment,"16/9 Salvado Road, Subiaco",$550 per week,1 bedroom,1 bathroom,1 parking space
438342384,WA,Apartment,"14/59 Malcolm Street, West Perth",$490.00 PER WEEK,1 bedroom,1 bathroom,1 parking space
438342364,WA,House,"35 Corsair Drive, Willetton",$970 wk,4 bedrooms,2 bathrooms,2 parking spaces
438342344,WA,House,"2/15 Becker Court, South Hedland",$750.00 P/W,2 bedrooms,1 bathroom,2 parking spaces
438342312,WA,House,"28 Harrowshill Road, Morley",$640pw,3 bedrooms,1 bathroom,6 parking spaces
438342248,WA,Apartment,"3/10 LInkage Avenue, Cockburn Central",$288 per week,1 bedroom,1 bathroom,1 parking space
438342220,WA,Villa,"4/5 Oak Street, Cannington",$580 per week,3 bedrooms,2 bathrooms,2 parking spaces
438342168,WA,House,"50 Williamson Road, Kardinya",$650 per week,3 bedrooms,2 bathrooms,2 parking spaces
438342100,WA,House,"35 Murray Waters Boulevard, South Yunderup",600.00,3 bedrooms,2 bathrooms,2 parking spaces
438342096,WA,House,"3 Rourke Cove, Somerville",$850 Per Week,3 bedrooms,2 bathrooms,2 parking spaces
438342080,WA,House,"3 Miller Way, South Kalgoorlie",$600 Per Week,3 bedrooms,1 bathroom,
438342076,WA,House,"15 Wardell Loop, Dudley Park",$500 p/week,4 bedrooms,2 bathrooms,2 parking spaces
438342052,WA,House,"13/23 Bourke Street, Piccadilly, Kalgoorlie",$150 Per Week,1 bedroom,1 bathroom,
438342040,WA,House,"14 Bertram Street, Darlington",$750 per week,5 bedrooms,2 bathrooms,
438342008,WA,House,"23 Falstaff Crescent, Spearwood",$520 per week,3 bedrooms,1 bathroom,2 parking spaces
438341964,WA,House,"85 Willowdale Promenade, Piara Waters",$750 per week,4 bedrooms,2 bathrooms,2 parking spaces
438341896,WA,House,"77 Warnbro Sound Avenue, Warnbro",$590 per week,4 bedrooms,1 bathroom,1 parking space
438341832,WA,House,"3 George Street, Wagin",$330 pw,2 bedrooms,1 bathroom,1 parking space
438341812,WA,Townhouse,"1/28 Oak Lane, West Perth",$700 per week,3 bedrooms,1 bathroom,2 parking spaces
438341696,WA,House,"23 Bradford Loop, Eaton",650 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438341680,WA,House,"6 Rutherford Road, South Hedland",$770.00 Per Week,3 bedrooms,1 bathroom,1 parking space
438341672,WA,House,"53 Monet Drive, Ashby",$670 per week,4 bedrooms,2 bathrooms,2 parking spaces
438341596,WA,Apartment,"21/522 Stirling Highway, Peppermint Grove",$400 per week,1 bedroom,1 bathroom,1 parking space
438341516,WA,Villa,"12/7 Templeman Place, Midland",$600 per week,3 bedrooms,2 bathrooms,1 parking space
438341504,WA,House,"101 Coode St, South Perth","$1,500 per week",4 bedrooms,2 bathrooms,4 parking spaces
438341424,WA,House,"1085 Wanneroo Road, Wanneroo",$520 per week,3 bedrooms,1 bathroom,1 parking space
438341404,WA,Apartment,"20/5 Rowe Avenue, Rivervale",$560 per week,1 bedroom,1 bathroom,1 parking space
438341380,WA,House,"33 Coniston Bend, Waikiki",$530 pw,3 bedrooms,2 bathrooms,2 parking spaces
438341256,WA,House,"86 Patterson Dr, Middle Swan",$600 per week,3 bedrooms,1 bathroom,1 parking space
438341244,WA,House,"16 Nagle Close, Mount Tarcoola",$450 per week,4 bedrooms,2 bathrooms,2 parking spaces
438341176,WA,House,"4/26 Mathoura Street, Midland",$530 per week,3 bedrooms,2 bathrooms,2 parking spaces
438341096,WA,Apartment,"24/110 Cambridge Street, West Leederville",$750.00 Per Week,2 bedrooms,2 bathrooms,2 parking spaces
438341036,WA,House,"7 Sackler Link, Piara Waters",$730 per week,4 bedrooms,2 bathrooms,2 parking spaces
438341008,WA,Unit,"11/143 Edinboro Street, Joondanna",$460 PER WEEK,2 bedrooms,1 bathroom,1 parking space
438340980,WA,Apartment,"1/19 Lindsay Street, Perth",$685 per week,2 bedrooms,2 bathrooms,1 parking space
438340916,WA,Apartment,"64/151 Adelaide Terrace, East Perth",$600 Per Week Unfurnished,1 bedroom,1 bathroom,1 parking space
438340908,WA,Apartment,"73/9 Delhi Street, West Perth",$600 Per Week,1 bedroom,1 bathroom,1 parking space
438340880,WA,House,"4/125 Hensman Street, South Perth","$1,500 per week",3 bedrooms,3 bathrooms,2 parking spaces
438340848,WA,House,"17  Delcomyn Place, Craigie",$750 per week,4 bedrooms,2 bathrooms,4 parking spaces
438340832,WA,House,"19 Southport Dr, Baldivis",$600,4 bedrooms,2 bathrooms,2 parking spaces
438340760,WA,House,"101 Ridgewood Boulevard, Ridgewood",$580 per week,4 bedrooms,2 bathrooms,2 parking spaces
438340732,WA,House,"85 Rodoreda Crescent, Ravenswood",$430 per week,3 bedrooms,1 bathroom,2 parking spaces
438340660,WA,House,"30 Lord Hobart Drive, Madora Bay",$780 per week,4 bedrooms,2 bathrooms,2 parking spaces
438340644,WA,Apartment,"2107/11 Barrack Square, Perth","$1,400 per week, furnished",2 bedrooms,2 bathrooms,2 parking spaces
438340576,WA,House,"15 Coalseam Street, Ellenbrook",$750.00 per week,4 bedrooms,2 bathrooms,2 parking spaces
438340560,WA,House,"30 Heytesbury Road, Subiaco",$1200 per week,4 bedrooms,2 bathrooms,2 parking spaces
